Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Ford,Accord,,Diesel,Needs Replacement,2020,Third,38-714-4925,147484,933620,Manual,Red,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, Music System"
Nissan,Accord,SE,Diesel,Needs Replacement,2018,First,74-477-4344,167723,713204,Automatic (Tiptronic),Maroon,Major Service at 53259 km,Valid Until [date],Not Available,
Honda,Swift,SL,Diesel,Needs Replacement,2024,First,96-352-1385,173851,900477,Manual,Grey,No Service Record,No Current Insurance,Not Available,"Sunroof, Music System, GPS"
Hyundai,Seltos,Highline,Diesel,Used,2023,First,71-255-6852,153664,248156,Automatic,Black,No Service Record,No Current Insurance,Available,GPS
Nissan,Elantra,ZXI,CNG,New,2021,Third,30-759-7332,101667,749760,Automatic,Grey,Major Service at 120124 km,Valid Until [date],Not Available,"Leather Seats, Sunroof, GPS"
Volkswagen,Camry,GT,CNG,Needs Replacement,2023,Third,48-132-4617,66097,628456,Automatic (Tiptronic),Black,Major Service at 50013 km,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels"
Kia,F-150,Highline,Diesel,New,2020,Third,59-444-3488,79027,803299,Automatic (Tiptronic),Maroon,Major Service at 76033 km,Valid Until [date],Available,Leather Seats
Honda,Sunny,SL,Diesel,Used,2015,Third,76-604-4408,152389,640609,Automatic,Gold,Major Service at 72099 km,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, GPS, Leather Seats"
Volkswagen,Kwid,SL,Diesel,Needs Replacement,2015,First,65-806-9557,153768,396075,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,"Sunroof, Leather Seats"
Hyundai,Camry,ZXI,Diesel,Needs Replacement,2023,Second,59-718-5518,110097,634216,Manual,Grey,Major Service at 118788 km,No Current Insurance,Not Available,"Leather Seats, Sunroof, GPS"
Volkswagen,Polo,ZXI,Diesel,Used,2019,Second,32-821-6957,147771,873842,Automatic,Red,Full Service History,Valid Until [date],Available,"GPS, Music System"
Hyundai,Swift,RXE,CNG,Used,2017,First,66-974-6504,117818,490959,Automatic (Tiptronic),Silver,Major Service at 105391 km,No Current Insurance,Available,"Sunroof, Alloy Wheels, Music System"
Renault,Camry,EX,Diesel,Needs Replacement,2016,First,44-512-9271,116519,960089,Automatic,Gold,Full Service History,Valid Until [date],Available,"GPS, Sunroof, Alloy Wheels, Leather Seats"
Nissan,Elantra,ZXI,CNG,Needs Replacement,2019,Second,78-804-2379,126968,493153,Automatic,Red,Full Service History,No Current Insurance,Not Available,"GPS, Music System"
Nissan,F-150,GT,Diesel,Needs Replacement,2023,Third,63-985-3903,137984,911715,Manual,Gold,No Service Record,Valid Until [date],Not Available,
Honda,Accord,SL,Petrol,New,2019,Second,66-648-3237,68159,248981,Automatic,Blue,Full Service History,No Current Insurance,Available,Music System
Renault,Accord,GT,Diesel,New,2021,Third,33-371-6778,141288,508552,Manual,Grey,No Service Record,No Current Insurance,Not Available,"GPS, Leather Seats"
Kia,F-150,ZXI,Diesel,Used,2018,Third,65-837-1742,96509,497284,Automatic,Silver,Major Service at 127089 km,Valid Until [date],Not Available,GPS
Ford,Polo,LE,Petrol,Needs Replacement,2016,First,50-569-8636,137902,853320,Automatic (Tiptronic),Blue,Major Service at 54574 km,Valid Until [date],Available,"Music System, Leather Seats, Sunroof, Alloy Wheels"
Chevrolet,Sunny,LE,CNG,New,2020,Third,80-721-6518,53036,240336,Automatic,Gold,Major Service at 111246 km,Valid Until [date],Available,Alloy Wheels
Renault,Camry,EX,CNG,New,2017,First,23-829-5427,137628,819050,Automatic,Red,Major Service at 86148 km,No Current Insurance,Not Available,"Sunroof, Leather Seats, Alloy Wheels, GPS"
Ford,F-150,LE,CNG,New,2018,Second,70-951-7132,11005,682358,Automatic,Black,Major Service at 90876 km,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Chevrolet,Sunny,GT,CNG,Needs Replacement,2017,Third,72-602-2211,146565,224248,Manual,Red,Full Service History,Valid Until [date],Available,"Music System, GPS, Alloy Wheels"
Honda,Accord,LE,Petrol,Needs Replacement,2016,First,20-840-8555,132304,240613,Automatic,White,Major Service at 124431 km,No Current Insurance,Available,"GPS, Sunroof"
Toyota,Kwid,GT,CNG,Needs Replacement,2023,Third,68-861-9661,80233,957659,Automatic (Tiptronic),Grey,Major Service at 100579 km,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Renault,Seltos,Highline,Petrol,Needs Replacement,2018,Third,38-993-3477,108089,230236,Manual,Silver,Major Service at 89567 km,Valid Until [date],Available,GPS
Chevrolet,Elantra,LE,Petrol,New,2024,Second,42-836-4707,53875,793363,Manual,Red,Major Service at 59004 km,Valid Until [date],Available,
Nissan,Polo,EX,CNG,New,2016,First,62-217-7704,11399,947067,Automatic,Silver,Full Service History,No Current Insurance,Available,Sunroof
Nissan,Swift,LE,Diesel,Needs Replacement,2015,First,68-896-9641,43173,755197,Automatic (Tiptronic),Grey,Major Service at 100714 km,No Current Insurance,Available,"GPS, Sunroof, Music System, Leather Seats"
Honda,F-150,SE,Diesel,Needs Replacement,2020,Second,54-813-4389,141332,581961,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Ford,Swift,GT,Petrol,Used,2021,Second,27-282-8973,188322,447338,Automatic (Tiptronic),Silver,Major Service at 82949 km,Valid Until [date],Not Available,Sunroof
Toyota,Sunny,SL,Petrol,New,2020,Third,38-311-1209,165671,653585,Automatic (Tiptronic),Gold,No Service Record,Valid Until [date],Not Available,"Leather Seats, Sunroof"
Renault,Seltos,GT,CNG,Used,2018,Second,15-138-5774,63381,288154,Automatic (Tiptronic),Black,Major Service at 87636 km,Valid Until [date],Not Available,Alloy Wheels
Ford,Elantra,,CNG,New,2017,First,32-442-2609,60109,571108,Manual,White,Full Service History,Valid Until [date],Not Available,
Toyota,Seltos,Highline,Petrol,Used,2018,Second,65-255-5913,57821,599362,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Available,"Sunroof, GPS"
Kia,Kwid,RXE,CNG,Needs Replacement,2017,Second,61-964-9422,166273,363589,Automatic,White,No Service Record,Valid Until [date],Available,
Honda,Seltos,LE,CNG,Needs Replacement,2021,Third,74-725-4073,90903,484212,Automatic,Black,Major Service at 120891 km,Valid Until [date],Available,"GPS, Sunroof"
Ford,Cruze,GT,CNG,Needs Replacement,2020,Second,56-141-7723,188635,714853,Automatic (Tiptronic),Black,No Service Record,Valid Until [date],Available,Music System
Ford,Accord,SE,CNG,Used,2019,Second,12-962-4312,101945,712784,Manual,Blue,Full Service History,No Current Insurance,Available,"Music System, GPS, Alloy Wheels, Sunroof"
Renault,Kwid,Highline,Petrol,New,2023,Second,60-583-4839,152067,271976,Manual,Grey,Major Service at 57928 km,Valid Until [date],Available,"Music System, GPS, Alloy Wheels, Leather Seats"
Toyota,Accord,Highline,Petrol,Needs Replacement,2024,First,70-194-8059,189477,709694,Automatic (Tiptronic),Silver,Major Service at 69358 km,Valid Until [date],Not Available,GPS
Kia,Cruze,SE,CNG,New,2020,Second,10-151-7334,161591,682439,Manual,Black,Full Service History,No Current Insurance,Not Available,"Sunroof, Leather Seats, Music System, GPS"
Chevrolet,Sunny,LE,CNG,New,2017,First,88-612-5332,168779,357674,Automatic,Red,Major Service at 83776 km,Valid Until [date],Available,"Leather Seats, Music System"
Renault,F-150,ZXI,CNG,New,2017,Third,81-177-3463,72959,383775,Manual,Maroon,Major Service at 92192 km,No Current Insurance,Not Available,"Leather Seats, GPS, Alloy Wheels, Sunroof"
Toyota,Swift,LE,Diesel,Needs Replacement,2015,Third,94-289-1609,180558,965454,Automatic (Tiptronic),White,Major Service at 103103 km,Valid Until [date],Available,"GPS, Alloy Wheels, Sunroof"
Toyota,Kwid,RXE,CNG,Needs Replacement,2022,Third,50-119-6419,87527,341967,Automatic (Tiptronic),Grey,No Service Record,Valid Until [date],Available,Sunroof
Chevrolet,Swift,SL,CNG,Used,2022,First,24-441-2890,66370,314975,Automatic,Grey,No Service Record,No Current Insurance,Available,
Nissan,Swift,LE,Diesel,Needs Replacement,2022,Second,48-830-8781,85551,253450,Automatic (Tiptronic),White,Major Service at 105746 km,Valid Until [date],Not Available,"GPS, Music System, Alloy Wheels, Leather Seats"
Renault,Kwid,GT,CNG,New,2023,Second,43-719-7070,142444,464829,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats"
Maruti Suzuki,Sunny,ZXI,Diesel,New,2018,Third,84-432-9607,50476,708925,Automatic (Tiptronic),Red,Major Service at 107650 km,No Current Insurance,Not Available,Alloy Wheels
Kia,Cruze,GT,CNG,Needs Replacement,2024,First,97-345-4877,26958,872106,Automatic,Silver,Major Service at 121881 km,No Current Insurance,Not Available,"Leather Seats, Sunroof"
Renault,Cruze,GT,CNG,Used,2023,Second,39-816-1026,102820,852287,Automatic,Gold,No Service Record,Valid Until [date],Available,"GPS, Leather Seats, Music System, Sunroof"
Toyota,Elantra,GT,Petrol,New,2020,Second,77-734-5234,133049,919594,Manual,Black,Full Service History,Valid Until [date],Available,Leather Seats
Chevrolet,Polo,RXE,Petrol,New,2018,First,40-700-8807,120071,738357,Manual,Red,Major Service at 116706 km,No Current Insurance,Available,
Volkswagen,Cruze,LE,Diesel,New,2023,First,23-322-3533,85844,432038,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Not Available,
Maruti Suzuki,F-150,RXE,Diesel,Used,2024,Third,18-211-4972,179048,692163,Automatic (Tiptronic),White,Major Service at 94892 km,No Current Insurance,Not Available,"Music System, Leather Seats"
Toyota,Accord,GT,Petrol,Used,2019,Second,15-604-8261,113509,265471,Manual,Gold,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats, Sunroof, Music System"
Toyota,Polo,SL,Diesel,New,2015,Third,76-347-3378,17391,390633,Automatic,Grey,Major Service at 68054 km,Valid Until [date],Not Available,
Toyota,Swift,,Diesel,Used,2024,Second,38-763-9156,64770,484293,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Not Available,
Chevrolet,Kwid,ZXI,Diesel,New,2024,Third,22-873-9937,104423,630808,Automatic (Tiptronic),Grey,Major Service at 121504 km,Valid Until [date],Not Available,"Leather Seats, Sunroof"
Nissan,Camry,LE,CNG,Used,2017,First,63-490-6659,18222,583656,Automatic (Tiptronic),Maroon,Major Service at 149889 km,Valid Until [date],Available,
Honda,Accord,LE,Petrol,Needs Replacement,2024,Third,65-829-7447,56109,293711,Automatic (Tiptronic),Blue,Major Service at 98849 km,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Ford,Cruze,ZXI,CNG,New,2017,Second,40-316-1237,180098,574464,Manual,Gold,Full Service History,Valid Until [date],Not Available,"Leather Seats, Music System, Sunroof"
Ford,Swift,SL,Diesel,Needs Replacement,2023,Third,36-170-8962,139575,407912,Automatic,Gold,No Service Record,No Current Insurance,Available,"GPS, Alloy Wheels"
Maruti Suzuki,Seltos,ZXI,CNG,New,2018,Second,50-177-6598,101030,945241,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Available,"Leather Seats, Music System, Sunroof, GPS"
Nissan,Sunny,Highline,Petrol,Used,2022,Second,23-780-3404,29177,655583,Manual,Black,Full Service History,Valid Until [date],Not Available,"Sunroof, Alloy Wheels, Leather Seats"
Kia,Camry,GT,CNG,Needs Replacement,2018,Third,63-595-7776,153704,890827,Automatic (Tiptronic),Blue,Major Service at 125286 km,Valid Until [date],Not Available,GPS
Volkswagen,Elantra,,Petrol,New,2023,Third,12-688-8706,159170,335668,Automatic,Black,Full Service History,Valid Until [date],Available,"Leather Seats, GPS, Sunroof, Alloy Wheels"
Hyundai,F-150,LE,CNG,Needs Replacement,2015,Third,26-360-6429,188187,850444,Automatic,Blue,No Service Record,No Current Insurance,Not Available,"GPS, Leather Seats, Alloy Wheels, Sunroof"
Volkswagen,Cruze,EX,Diesel,Needs Replacement,2023,First,46-656-2681,110934,227806,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Available,"Alloy Wheels, Music System, Sunroof"
Volkswagen,Cruze,EX,Petrol,Used,2019,Third,74-639-7879,138709,647310,Manual,Grey,Full Service History,No Current Insurance,Available,"Music System, GPS, Sunroof, Alloy Wheels"
Ford,F-150,EX,CNG,Used,2023,Third,82-703-2160,126359,606120,Manual,Blue,Full Service History,No Current Insurance,Not Available,Sunroof
Honda,Polo,GT,CNG,Needs Replacement,2024,First,90-572-2488,78568,412588,Automatic,Silver,Full Service History,Valid Until [date],Available,"GPS, Sunroof, Music System, Leather Seats"
Maruti Suzuki,Cruze,Highline,CNG,New,2015,Second,53-424-4997,99939,664608,Automatic (Tiptronic),Grey,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, GPS, Sunroof"
Volkswagen,F-150,EX,Petrol,Needs Replacement,2018,Second,78-408-3562,165588,959018,Automatic,Black,No Service Record,No Current Insurance,Not Available,"Leather Seats, Sunroof"
Maruti Suzuki,Kwid,,Petrol,Used,2022,Third,87-547-8937,78879,460273,Manual,Maroon,Major Service at 134806 km,Valid Until [date],Not Available,Sunroof
Nissan,Sunny,GT,CNG,New,2023,Third,37-387-3374,168929,477538,Automatic,Grey,No Service Record,No Current Insurance,Not Available,"Leather Seats, GPS, Music System"
Kia,Polo,EX,Petrol,Needs Replacement,2024,First,44-153-4876,135059,283859,Automatic (Tiptronic),Gold,Major Service at 63526 km,Valid Until [date],Available,"GPS, Leather Seats"
Volkswagen,Sunny,SE,Petrol,Needs Replacement,2015,Third,66-143-6757,15518,948675,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,"GPS, Music System, Leather Seats"
Hyundai,Swift,SE,Diesel,Used,2016,Second,38-195-7922,125525,468298,Automatic,Red,Major Service at 57255 km,No Current Insurance,Not Available,
Chevrolet,Elantra,ZXI,Diesel,New,2023,Second,89-668-4295,144526,218361,Automatic,Maroon,Major Service at 101371 km,Valid Until [date],Available,"Sunroof, Music System, Leather Seats"
Kia,Swift,RXE,CNG,New,2021,First,19-667-5852,175093,719116,Automatic (Tiptronic),Grey,Major Service at 125515 km,No Current Insurance,Available,"Leather Seats, Sunroof"
Honda,Elantra,RXE,Diesel,Needs Replacement,2016,Third,35-816-2912,13686,768633,Automatic,Gold,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Alloy Wheels"
Renault,Polo,,Petrol,Needs Replacement,2015,First,41-592-1433,190763,342198,Manual,Black,No Service Record,No Current Insurance,Available,"Music System, Leather Seats, GPS"
Volkswagen,Elantra,LE,Diesel,Used,2022,Third,83-169-3398,101670,446934,Automatic (Tiptronic),Black,No Service Record,Valid Until [date],Available,"Leather Seats, GPS"
Chevrolet,Accord,LE,CNG,Needs Replacement,2017,First,78-154-3709,184126,820326,Automatic,White,Major Service at 133274 km,Valid Until [date],Available,
Volkswagen,Accord,,Diesel,Needs Replacement,2021,Second,14-858-3192,110130,767606,Automatic (Tiptronic),Grey,No Service Record,No Current Insurance,Not Available,
Nissan,Kwid,GT,Petrol,New,2023,First,18-772-8168,79689,688652,Automatic,White,Major Service at 54527 km,Valid Until [date],Not Available,"Music System, GPS"
Honda,Cruze,Highline,Petrol,Needs Replacement,2019,Second,51-929-7444,158833,906819,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Available,"GPS, Music System, Leather Seats"
Ford,Sunny,Highline,Diesel,Needs Replacement,2015,Second,59-125-8796,191485,303479,Automatic,Gold,No Service Record,No Current Insurance,Not Available,Leather Seats
Hyundai,Sunny,XL,CNG,Needs Replacement,2019,Third,10-569-9321,15162,857521,Manual,Gold,No Service Record,Valid Until [date],Available,"Sunroof, Music System"
Toyota,Seltos,SE,Petrol,Used,2015,First,15-353-1710,109645,896845,Automatic,Black,Full Service History,Valid Until [date],Not Available,GPS
Maruti Suzuki,Camry,EX,Petrol,Needs Replacement,2022,First,53-261-2860,123965,243245,Automatic (Tiptronic),Silver,Major Service at 105716 km,Valid Until [date],Available,"Alloy Wheels, Sunroof, GPS, Music System"
Volkswagen,Sunny,ZXI,CNG,Needs Replacement,2016,Second,88-711-1518,197847,990306,Automatic,Blue,No Service Record,Valid Until [date],Not Available,"Music System, Alloy Wheels, GPS"
Hyundai,Kwid,Highline,Diesel,Needs Replacement,2017,Third,16-785-8460,172289,930244,Automatic (Tiptronic),Blue,Major Service at 144015 km,Valid Until [date],Not Available,Alloy Wheels
Nissan,Polo,,CNG,Used,2019,Third,13-347-6508,60741,968988,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,"Music System, Sunroof"
Nissan,Sunny,Highline,Petrol,Needs Replacement,2021,Second,18-827-2433,146061,501254,Automatic,Gold,No Service Record,Valid Until [date],Available,GPS
Volkswagen,Seltos,Highline,Diesel,Used,2022,Second,78-488-7145,10627,601477,Manual,Red,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, GPS"
Toyota,Elantra,LE,Petrol,New,2021,First,51-666-2437,94610,399083,Manual,Silver,Major Service at 69960 km,No Current Insurance,Available,"Alloy Wheels, GPS, Sunroof"
Hyundai,Kwid,Highline,Diesel,Needs Replacement,2019,First,80-504-7688,48293,238998,Manual,Red,Major Service at 125359 km,No Current Insurance,Available,Music System
Kia,Polo,RXE,CNG,Used,2019,Third,40-692-6740,181991,619640,Automatic,White,Major Service at 92046 km,Valid Until [date],Available,"GPS, Leather Seats"
Chevrolet,Sunny,SE,CNG,Needs Replacement,2021,Third,35-756-9479,15846,364991,Manual,Black,No Service Record,Valid Until [date],Not Available,"Leather Seats, Music System"
Nissan,Polo,GT,Petrol,Used,2021,First,71-136-4847,95988,833288,Automatic (Tiptronic),Red,Major Service at 115783 km,No Current Insurance,Not Available,"GPS, Sunroof, Alloy Wheels, Music System"
Ford,Kwid,RXE,CNG,Used,2020,Second,55-203-5779,58206,448350,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats"
Kia,Swift,RXE,CNG,Used,2017,Third,73-150-1219,137183,917934,Manual,Grey,No Service Record,Valid Until [date],Not Available,"GPS, Sunroof, Music System, Leather Seats"
Ford,Camry,,Diesel,Used,2021,Second,12-751-3737,105704,886687,Automatic (Tiptronic),Gold,Major Service at 102026 km,Valid Until [date],Available,
